"FACILITY_ID","FACILITY_NAME","CERTIFICATION_NUMBER","AREA_OFFICE_ABBREV","FACILITY_ADDRESS_1","FACILITY_ADDRESS_2","FACILITY_CITY","FACILITY_ZIP","COUNTY","PHONE","FACILITY_WEBSITE","OPERATOR","OPERATOR_ADDRESS_1","OPERATOR_ADDRESS_2","OPERATOR_CITY","OPERATOR_STATE","OPERATOR_ZIP","MEDICARE_CERTIFIED","MEDICARE_NUMBER","MEDICAID_CERTIFIED","OWNERSHIP","MULTICAMPUS_FACILITY_ID","NOTES","OCCUPANCY_RATE","OCCUPANCY_REPORT_DATE","OCCUPANCY_EXCEPTION_COMMENT","AVERAGE_OCCUPIED_BEDS","INSP_STANDARD_HEALTH","INSP_LSC","INSP_TOTAL","INSP_HARM","INSP_PERCENT_HARM","COMP_RECEIVED","COMP_RECEIVED_PER_100","COMP_SELF_REPORTED","COMP_ONSITE","COMP_CITATIONS","COMP_CITATIONS_PER_100","ALL_SURVEYS","COMP_DEF_ADMINISTRATION","COMP_DEF_QUALITY_OF_CARE","COMP_DEF_RESIDENT_RIGHTS","COMP_DEF_RESIDENT_ASSESSMENT","COMP_DEF_DIETARY_SERVICES","COMP_DEF_PHYSICAL_ENVIRONMENT","COMP_DEF_OTHER_SERVICES","COMP_DEF_TOTAL","TOTAL_BEDS","EMPLOYEE_FLU_VACCINATION_RATE","VACCINATION_RATE_REPORT_DATE"
"1409","Bedford Center for Nursing and Rehabilitation","7001805N","5NYC","40 Heyward Street","","Brooklyn","11249","Kings","7188586200","#http://www.bedfordcenterrehab.com/#","Williamsburg Services, LLC","40 Heyward Street","","Brooklyn","NY","11249","1","335626","1","Proprietary--LLC","","","0.83","07OCT2020","","189","16","16","32","0","0.00","40","21.2","0.05","12","0","0.0","7","0","0","0","0","0","0","0","0","200","0.94","31OCT2019"
"1430","Atrium Center for Rehabilitation and Nursing","7001378N","5NYC","630 E 104th Street","","Brooklyn","11236","Kings","7182403100","#http://atriumrehabcenter.com/#","River Manor Corporation","630 East 104th Street","","Brooklyn","NY","11236","1","335720","1","Proprietary--Business Corporation","","","0.79","21OCT2020","","362","3","14","17","0","0.00","149","41.1","0.68","41","1","0.3","7","0","0","0","1","0","0","0","1","380","0.80","31OCT2019"
"1569","Isabella Geriatric Center Inc","7002352N","5NYC","515 Audubon Avenue","","New York","10040","New York","2127819800","#https://www.mjhs.org/our-services/isabella-center/#","Isabella Geriatric Center Inc","515 Audubon Avenue","","New York","NY","10040","1","335100","1","Voluntary--Not for Profit Corporation","","","0.72","21OCT2020","","692","15","8","23","0","0.00","179","25.9","0.52","27","2","0.3","8","0","0","2","0","0","0","0","2","705","0.87","31OCT2019"
"1571","Mary Manning Walsh Nursing Home Co Inc","7002305N","5NYC","1339 York Avenue","","New York","10021","New York","2126282800","#https://www.archcare.org/nursing-homes/mary-manning-walsh#","Mary Manning Walsh Nursing Home Company Inc","1339 York Avenue","","New York","NY","10021","1","335050","1","Voluntary--Not for Profit Corporation","","","0.73","21OCT2020","","352","8","15","23","0","0.00","94","26.7","0.53","13","0","0.0","5","0","0","0","0","0","0","0","0","362","0.93","31OCT2019"
"1576","Ditmas Park Care Center","7001393N","5NYC","2107 Ditmas Avenue","","Brooklyn","11226","Kings","7184628100","#https://ditmasrehab.com/#","Ditmas Park Rehabilitation & Care Center, LLC","2107 Ditmas Avenue","","Brooklyn","NY","11226","1","335648","1","Proprietary--LLC","","","0.91","21OCT2020","","193","5","8","13","0","0.00","48","24.8","0.31","7","0","0.0","6","0","0","0","0","0","0","0","0","200","0.53","31OCT2019"
"1578","New East Side Nursing Home","7002358N","5NYC","25 Bialystoker Place","","New York","10002","New York","2126738500","#https://www.nyshfa.org/find-care-new-york/new-east-side-nursing-home/#","New East Side Nursing Home LLC","25 Bialystroker Place","","New York","NY","10002","1","335517","1","Proprietary--LLC","","","0.84","21OCT2020","","56","4","17","21","0","0.00","14","24.8","0.79","2","0","0.0","4","0","0","0","0","0","0","0","0","58","0.67","31OCT2019"
"1582","Upper East Side Rehabilitation and Nursing Center","7002347N","5NYC","211 East 79 St","","New York","10021","New York","2128791600","#http://www.uesrnc.com/#","Dewitt Rehabilitation and Nursing Center Inc","211 East 79th Street","","New York","NY","10021","1","335232","1","Proprietary--Business Corporation","","","0.80","21OCT2020","","467","4","10","14","2","0.14","196","42.0","0.53","33","3","0.6","5","0","1","0","1","0","0","1","3","499","0.95","31OCT2019"
"1583","North Gate Health Care Facility","3160301N","1BUFF","7264 Nash Road","","North Tonawanda","14120","Niagara","7166947700","#https://www.mcguiregroup.com/locations/northgate/#","North Gate Health Care Facility LLC","560 Delaware Avenue, Suuite 400","","Buffalo","NY","14202","1","335649","1","Proprietary--LLC","","","0.88","21OCT2020","","193","4","5","9","0","0.00","129","66.7","0.74","34","1","0.5","8","0","0","0","0","0","0","1","1","200","0.94","31OCT2019"
"1585","Fort Tryon Center for Rehabilitation and Nursing","7002359N","5NYC","801 W 190th St","","New York","10040","New York","2125436400","#http://www.forttryonrehab.com/#","Fort Tryon Rehabilitation & Health Care Facility LLC","801 W 190th Street","","New York","NY","10040","1","335257","1","Proprietary--LLC","","","0.91","21OCT2020","","199","13","12","25","0","0.00","71","35.8","0.25","15","7","3.5","6","0","1","4","0","0","0","1","6","205","0.97","31OCT2019"
"1599","VillageCare Rehabilitation and Nursing Center","7002335N","5NYC","214 West Houston Street","","New York","10014","New York","2122061493","#https://www.villagecare.org/vcrn#","Village Center for Care","120 Broadway, Suite 2840","","New York","NY","10271","1","335027","1","Voluntary--Not for Profit Corporation","","","0.54","21OCT2020","","111","9","3","12","0","0.00","81","72.7","0.19","10","4","3.6","5","0","0","3","1","0","0","0","4","105","0.67","31OCT2019"
"1600","Coler Rehabilitation and Nursing Care Center","7002337N","5NYC","900 Main Street","","Roosevelt Island","10044","New York","2128486300","#https://www.nychealthandhospitals.org/coler/#","New York City Health and Hospital Corporation","125 Worth Street","","New York","NY","10013","1","335063","1","Public--Municipality","","","0.61","21OCT2020","","765","13","18","31","0","0.00","297","38.8","0.76","19","2","0.3","7","0","0","0","0","0","1","1","2","815","0.88","31OCT2019"
"1601","Henry J. Carter Skilled Nursing Facility","7002337N","5NYC","1752 Park Avenue","","New York","10035","New York","6466860057","#https://www.nychealthandhospitals.org/carter/#","New York City Health and Hospital Corporation","125 Worth Street","","New York","NY","10013","1","335092","1","Public--Municipality","","","0.97","21OCT2020","","347","4","4","8","0","0.00","47","13.6","0.45","11","2","0.6","5","0","1","1","0","0","0","0","2","164","0.77","31OCT2019"
"1603","The New Jewish Home, Manhattan","7002340N","5NYC","120 West 106th Street","","New York","10025","New York","2128705000","#https://jewishhome.org/locations/manhattan/#","Jewish Home Lifecare, Manhattan","120 West 106th Street","","New York","NY","10025","1","335491","1","Voluntary--Not for Profit Corporation","","","0.84","21OCT2020","","507","21","16","37","1","0.03","257","50.7","0.43","25","8","1.6","8","2","3","2","1","0","0","0","8","514","0.91","31OCT2019"
"1604","Harlem Center for Nursing and Rehabilitation","7002361N","5NYC","30 West 138th Street","","New York","10037","New York","2126907400","#https://www.harlemcenterrehab.com/#","Harlem Center for Nursing and Rehabilitation, LLC","30 West 138th Street","","New York","NY","10037","1","335522","1","Proprietary--LLC","","","0.97","21OCT2020","","179","18","15","33","0","0.00","77","43.1","0.22","17","5","2.8","8","1","0","0","0","0","0","3","4","200","0.85","31OCT2019"
"1605","Amsterdam Nursing Home Corp (1992)","7002356N","5NYC","1060 Amsterdam Avenue","","New York","10025","New York","2126782600","#http://www.amsterdamcares.com/#","Amsterdam Nursing Home Corporation (1992)","1060 Amsterdam Avenue","","New York","NY","10025","1","335570","1","Voluntary--Not for Profit Corporation","","","0.79","21OCT2020","","400","11","17","28","0","0.00","49","12.2","0.35","10","3","0.7","6","0","1","2","0","0","0","0","3","409","0.87","31OCT2019"
"1606","New Gouverneur Hospital SNF","7002343N","5NYC","227 Madison Street","","New York","10002","New York","2122387000","#http://www.nyc.gov/html/hhc/gouverneur/html/services/nursing.shtml#","New York City Health and Hospital Corporation","125 Worth Street","","New York","NY","10013","1","335461","1","Public--Municipality","","","0.97","14OCT2020","","211","5","6","11","0","0.00","91","43.2","0.40","16","4","1.9","5","2","1","0","0","0","0","1","4","295","0.88","31OCT2019"
"1628","Flushing Hospital Medical Center","7003001H","5NYC","45th Avenue & Parsons Blvd","","Flushing","11355","Queens","7186705918","#https://www.flushinghospital.org/#","Flushing Hospital and Medical Center Inc","45th Avenue And Parsons Boulevard","","Flushing","NY","11355","1","335864","0","Voluntary--Not for Profit Corporation","","","0.00","01JAN1960","Data not available.","0","4","4","8","0","0.00","0","0.0","0.00","0","0","0.0","3","0","0","0","0","0","0","0","0","299","0.00","01JAN1960"
"1629","Jamaica Hospital Medical Center","7003003H","5NYC","89th Avenue & Van Wyck Expressway","","Jamaica","11418","Queens","7182066000","#https://jamaicahospital.org/clinical-services/rehabilitation/tcu/#","Jamaica Hospital Inc","89th Ave & Van Wyck Expressway","","Jamaica","NY","11418","1","335856","0","Voluntary--Not for Profit Corporation","","","0.00","01JAN1960","Data not available.","0","0","3","3","0","0.00","0","0.0","0.00","0","0","0.0","2","0","0","0","0","0","0","0","0","402","0.00","01JAN1960"
"1637","NewYork-Presbyterian/Queens","7003010H","5NYC","56-45 Main Street","","Flushing","11355","Queens","7186701021","#https://www.nyp.org/queens#","NewYork-Presbyterian/Queens","56-36 Main Street","","Flushing","NY","11355","1","335862","0","Voluntary--Not for Profit Corporation","","","0.00","01JAN1960","Data not available.","0","2","6","8","0","0.00","4","0.0","0.50","0","0","0.0","3","0","0","0","0","0","0","0","0","535","0.00","01JAN1960"
"1658","Absolut Center for Nursing and Rehabilitation at Three Rivers, LLC","5026301N","2ROCH","101 Creekside Drive","","Painted Post","14870","Steuben","6079364108","#http://www.absolutcare.com/locations/?id=59#","Absolut Center for Nursing and Rehabilitation at Three Rivers, LLC","101 Creekside Drive","","Painted Post","NY","14870","1","335652","1","Proprietary--LLC","","","0.83","21OCT2020","","111","17","6","23","0","0.00","60","54.1","0.67","20","2","1.8","4","0","2","0","0","0","0","0","2","120","0.90","31OCT2019"
"1665","St. Mary's Hospital for Children","7003300N","5NYC","29-01 216th Street","","Bayside","11360","Queens","7182818800","#http://stmaryskids.org/#","St. Mary's Healthcare System for Children, Inc.","29-01 216th Street","","Bayside","NY","11360","1","33A081","1","Voluntary--Not for Profit Corporation","","","0.96","21OCT2020","","99","2","7","9","0","0.00","30","30.4","0.73","3","0","0.0","3","0","0","0","0","0","0","0","0","124","0.86","31OCT2019"
"1666","Rockaway Care Center","7003362N","5NYC","353 Beach 48th Street","","Edgemere","11691","Queens","7184715000","#http://rockawaycc.com/#","Rockaway Care Center,LLC","353 Beach 48th Street","","Edgemere","NY","11692","1","335571","1","Proprietary--LLC","","","0.69","21OCT2020","","188","1","11","12","0","0.00","60","31.9","0.57","14","0","0.0","3","0","0","0","0","0","0","0","0","228","0.72","31OCT2019"
"1667","Queen of Peace Residence","7003303N","5NYC","110-30 221st St","","Queens Village","11429","Queens","7184641800","#http://www.littlesistersofthepoorqueens.org/#","Home for the Aged of The Little Sisters of The Poor Inc","110-30 221st Street","","Queens Village","NY","11429","1","335606","1","Voluntary--Not for Profit Corporation","","","0.96","21OCT2020","","52","2","2","4","0","0.00","12","22.9","0.67","2","1","1.9","4","0","0","1","0","0","0","0","1","53","0.84","31OCT2019"
"1669","Margaret Tietz Nursing and Rehabilitation Center","7003419N","5NYC","164-11 Chapin Parkway","","Jamaica","11432","Queens","7182987800","#http://www.margarettietz.org/#","Chapin Acquisition I, LLC","225 Crossways Park Dr.","","Woodbury","NY","11797","1","335336","1","Proprietary--LLC","","","0.85","21OCT2020","","192","2","10","12","0","0.00","80","41.6","0.54","14","1","0.5","5","1","0","0","0","0","0","0","1","200","0.88","31OCT2019"
"1670","Ozanam Hall of Queens Nursing Home Inc","7003306N","5NYC","42-41 201st Street","","Bayside","11361","Queens","7184232000","#http://www.ozanamhall.org/#","Ozanam Hall of Queens Nursing Home Inc","42-41 201st Street","","Bayside","NY","11361","1","335363","1","Voluntary--Not for Profit Corporation","","","0.52","14OCT2020","","389","11","8","19","1","0.05","47","12.1","0.45","10","4","1.0","7","0","2","1","0","1","0","0","4","432","0.87","31OCT2019"
"1671","Parker Jewish Institute for Health Care & Rehab","7003307N","5NYC","271-11 76th Avenue","","New Hyde Park","11040","Queens","7182892350","#http://www.parkerinstitute.org/#","Parker Jewish Institute for Health Care & Rehabilitation","271-11 76th Avenue","","New Hyde Park","NY","11040","1","335132","1","Voluntary--Not for Profit Corporation","","","0.68","21OCT2020","","503","5","2","7","0","0.00","268","53.3","0.68","29","1","0.2","6","0","0","0","0","0","1","0","1","527","0.88","31OCT2019"
"1672","Peninsula Nursing and Rehabilitation Center","7003411N","5NYC","50-15 Beach Channel Drive","","Far Rockaway","11691","Queens","7187342750","#http://peninsulanrc.com/#","Cardiff Bay Center, LLC","266 Broadway, Suite 502","","Brooklyn","NY","11211","1","335387","1","Proprietary--LLC","","","0.75","21OCT2020","","180","17","9","26","0","0.00","96","53.2","0.61","7","1","0.6","6","0","1","0","0","0","0","0","1","200","0.98","31OCT2019"
"1673","Bridge View Nursing Home","7003309N","5NYC","143-10 20th Ave","","Whitestone","11357","Queens","7189611212","#https://www.bridgeviewrehab.com/#","Bridge View Nursing Home Inc","143-10 20th Ave","","Whitestone","NY","11357","1","335327","1","Proprietary--Business Corporation","","","0.79","21OCT2020","","195","19","14","33","0","0.00","93","47.7","0.49","17","4","2.1","9","0","0","4","0","0","0","0","4","200","0.83","31OCT2019"
"1675","The Grand Rehabilitation and Nursing at Queens","7003404N","5NYC","157-15 19th Avenue","","Whitestone","11357","Queens","7187460400","#http://facilities.thegrandhealthcare.com/queens#","Clearview Operating Co., LLC","157-15 19th Avenue","","Whitestone","NY","11357","1","335130","1","Proprietary--LLC","","","0.87","21OCT2020","","171","5","1","6","0","0.00","35","20.5","0.43","8","0","0.0","5","0","0","0","0","0","0","0","0","179","0.97","31OCT2019"
"1676","Cliffside Rehabilitation & Residential Health Care Center","7003380N","5NYC","119-19 Graham Court","","Flushing","11354","Queens","7188860700","#http://www.cliffsiderehab.com/#","Cliffside Nursing Home Inc","119-19 Graham Court","","Flushing","NY","11354","1","335349","1","Proprietary--Business Corporation","","","0.64","21OCT2020","","182","4","15","19","0","0.00","25","13.7","0.24","7","1","0.5","5","0","0","0","0","0","0","0","0","218","0.98","31OCT2019"
"1677","Waterview Nursing Care Center","7003367N","5NYC","119-15 27th Avenue","","Flushing","11354","Queens","7184615000","#https://www.waterviewnursingandrehab.com/#","Waterview Nursing Care Center Inc","119-15 27th Avenue","","Flushing","NY","11354","1","335154","1","Proprietary--Business Corporation","","","0.70","21OCT2020","","165","12","9","21","0","0.00","61","36.9","0.48","14","1","0.6","6","0","0","1","0","0","0","0","1","200","0.74","31OCT2019"
"1678","Fairview Nursing Care Center Inc","7003375N","5NYC","69-70 Grand Central Parkway","","Forest Hills","11375","Queens","7182634600","#https://www.fairviewrehab.com/#","Fairview Nursing Care Center Inc","69-70 Grand Central Parkway","","Forest Hills","NY","11375","1","335146","1","Proprietary--Business Corporation","","","0.91","21OCT2020","","195","10","4","14","0","0.00","154","79.0","0.08","8","2","1.0","7","0","0","1","0","0","0","1","2","200","0.85","31OCT2019"
"1679","Far Rockaway Center for Rehabilitation and Nursing","7003416N","5NYC","13-11 Virgina St","","Far Rockaway","11691","Queens","7183272909","#https://centershealthcare.com/far_rockaway_nursing_home/#","Rockaway Operations Associates LLC","4770 White Plains Road, #3","","Bronx","NY","10470","1","335044","1","Proprietary--LLC","","","0.90","21OCT2020","","96","13","14","27","0","0.00","113","117.1","0.81","13","0","0.0","4","0","0","0","0","0","0","0","0","100","0.25","31OCT2019"
"1680","Sapphire Center for Rehabilitation and Nursing of Central Queens, LLC","7003415N","5NYC","35-15 Parsons Blvd","","Flushing","11354","Queens","7189613500","#https://www.sapphirerehab.com/#","Sapphire Center for Rehabilitation and Nursing of Central Queens, LLC","35-15 Parsons Boulevard","","Flushing","NY","11354","1","335133","1","Proprietary--LLC","","","0.42","21OCT2020","","214","4","7","11","0","0.00","26","12.2","0.50","6","1","0.5","8","0","1","0","0","0","0","0","1","227","0.92","31OCT2019"
"1681","Forest Hills Care Center","7003394N","5NYC","71-44 Yellowstone Blvd","","Forest Hills","11375","Queens","7185444300","#http://foresthillsnh.com/#","Forest Hills Care Center LLC","71-44 Yellowstone Boulevard","","Forest Hills","NY","11375","1","335139","1","Proprietary--LLC","","","0.73","21OCT2020","","90","2","11","13","2","0.15","26","28.8","0.42","5","2","2.2","4","0","1","1","0","0","0","0","2","100","0.71","31OCT2019"
"1682","Forest View Center for Rehabilitation & Nursing","7003387N","5NYC","71-20 110th Street","","Forest Hills","11375","Queens","7187933200","#http://www.fvrehab.com/#","Forest View Nursing Home Inc","71-20 110th Street","","Forest Hills","NY","11375","1","335310","1","Proprietary--Business Corporation","","","0.77","21OCT2020","","154","3","7","10","0","0.00","22","14.3","0.32","5","0","0.0","4","0","0","0","0","0","0","0","0","160","1.00","31OCT2019"
"1685","Long Island Care Center Inc","7003377N","5NYC","144-61 38th Ave","","Flushing","11354","Queens","7189397500","#http://longislandcarecenter.com/#","Long Island Care Center Inc","144-61 38th Avenue","","Flushing","NY","11354","1","335294","1","Proprietary--Business Corporation","","","0.83","21OCT2020","","179","0","1","1","0","0.00","56","31.3","0.25","10","0","0.0","3","0","0","0","0","0","0","0","0","200","0.82","31OCT2019"
"1687","Meadow Park Rehabilitation and Health Care Center LLC","7003398N","5NYC","78-10 164th Street","","Flushing","11366","Queens","7185918300","#http://www.meadowparkrehab.com/#","Meadow Park Rehabilitation and Health Care Ctr LLC","78-10 164th St","","Flushing","NY","11516","1","335143","1","Proprietary--LLC","","","0.74","21OCT2020","","136","10","8","18","0","0.00","38","28.0","0.71","6","3","2.2","6","0","1","1","0","0","0","1","3","143","0.40","31OCT2019"
