"FACILITY_ID","SURVEY_DATE","DEFICIENCY CATEGORY","STIP_NUMBER","STIP_DATE","FINE_ASSESSED","FACILITY_NAME","County","STIP_PDF_NAME"
"23","02/01/2012","Quality of Care","NH_15_013","06/24/2015","$2,000.00","Teresian House Nursing Home Co Inc","Albany","pfi23nh_15_013.pdf"
"871","07/12/2013","Multiple Deficiencies","NH_15_015","06/24/2015","$8,000.00","Hornell Gardens, L L C","Steuben","pfi871nh_15_015.pdf"
"657","10/14/2011","Multiple Deficiencies","NH_15_021","08/31/2015","$24,000.00","The Cottages At Garden Grove, A Skilled Nrsg Comm","Onondaga","pfi657nh_15_021.pdf"
"21",".","Multiple Deficiencies","NH_15_020","09/01/2015","$28,000.00","Hudson Park Rehabilitation And Nursing Center","Albany","pfi21nh_15_020.pdf"
"941","07/26/2013","Multiple Deficiencies","NH_15_022","09/01/2015","$4,000.00","Acadia Center For Nursing And Rehabilitation","Suffolk","pfi941nh_15_022.pdf"
"3920","05/30/2013","Multiple Deficiencies","NH_15_023","09/01/2015","$6,000.00","Rosewood Rehabilitation And Nursing Center","Rensselaer","pfi3920nh_15_023.pdf"
"949","07/19/2013","Multiple Deficiencies","NH_15_024","09/01/2015","$10,000.00","Brookside Multicare Nursing Center","Suffolk","pfi949nh_15_024.pdf"
"539","05/29/2013","Multiple Deficiencies","NH_15_025","09/01/2015","$8,000.00","The Five Towns Premier Rehab & Nursing Center","Nassau","pfi539nh_15_025.pdf"
"4815","02/14/2014","Quality of Care","NH_15_026","09/15/2015","$10,000.00","N Y S Veterans Home In N Y C","Queens","pfi4815nh_15_026.pdf"
"656","12/20/2013","Quality of Care","NH_15_028","09/15/2015","$2,000.00","Bishop Rehabilitation And Nursing Center","Onondaga","pfi656nh_15_028.pdf"
"152","01/07/2013","Multiple Deficiencies","NH_15_029","09/15/2015","$4,000.00","Pine Haven Home","Columbia","pfi152nh_15_029.pdf"
"107","09/27/2013","Multiple Deficiencies","NH_15_030","09/15/2015","$8,000.00","Lutheran Retirement Home","Chautauqua","pfi107nh_15_030.pdf"
"682","07/30/2012","Quality of Care","NH_15_017","09/17/2015","$10,000.00","Elm Manor Nursing And Rehabilitation Center","Ontario","pfi682nh_15_017.pdf"
"4808","10/25/2013","Quality of Care","NH_15_031","09/22/2015","$10,000.00","Edna Tina Wilson Living Center","Monroe","pfi4808nh_15_031.pdf"
"315","12/05/2013","Multiple Deficiencies","NH_15_032","09/22/2015","$4,000.00","Elderwood Of Uihlein At Lake Placid","Essex","pfi315nh_15_032.pdf"
"491","08/08/2013","Multiple Deficiencies","NH_15_033","09/22/2015","$16,000.00","Glengariff Health Care Center","Nassau","pfi491nh_15_033.pdf"
"19",".","Multiple Deficiencies","NH_15_037","10/20/2015","$16,000.00","St Margarets Center","Albany","pfi19nh_15_037.pdf"
"154",".","Multiple Deficiencies","NH_15_038","11/03/2015","$18,000.00","The Grand Rehabilitation And Nursing At Barnwell","Columbia","pfi154nh_15_038.pdf"
"6057","08/30/2013","Quality of Care","NH_15_040","12/15/2015","$4,000.00","Mvhs Rehabilitation And Nursing Center","Oneida","pfi6057nh_15_040.pdf"
"470","06/28/2013","Multiple Deficiencies","NH_16_047","01/03/2016","$8,000.00","Creekview Nursing And Rehab Center","Monroe","pfi470nh_16_047.pdf"
"3920","11/15/2013","Multiple Deficiencies","NH_16_001","01/04/2016","$6,000.00","Rosewood Rehabilitation And Nursing Center","Rensselaer","pfi3920nh_16_001.pdf"
"7786","10/11/2013","Multiple Deficiencies","NH_16_003","01/04/2016","$12,000.00","Huntington Hills Ctr For Health And Rehabilitation","Suffolk","pfi7786nh_16_003.pdf"
"56","08/15/2013","Quality of Care","NH_16_013","01/04/2016","$4,000.00","Absolut Ctr For Nursing & Rehab Endicott L L C","Broome","pfi56nh_16_013.pdf"
"766","08/17/2011","Multiple Deficiencies","NH_16_015","01/04/2016","$4,000.00","The Center For Nursing And Rehab At Hoosick Falls","Rensselaer","pfi766nh_16_015.pdf"
"497","02/13/2013","Multiple Deficiencies","NH_16_017","01/04/2016","$16,000.00","Grandell Rehabilitation And Nursing Center","Nassau","pfi497nh_16_017.pdf"
"350","02/07/2013","Quality of Care","NH_16_019","01/04/2016","$1,000.00","Greene Meadows Nursing And Rehabilitation Center","Greene","pfi350nh_16_019.pdf"
"59","12/05/2013","Multiple Deficiencies","NH_16_023","01/04/2016","$4,000.00","Ideal Senior Living Center","Broome","pfi59nh_16_023.pdf"
"609","08/06/2012","Multiple Deficiencies","NH_16_029","01/04/2016","$10,000.00","The Grand Rehabilitation And Nursing At Utica","Oneida","pfi609nh_16_029.pdf"
"655","07/24/2012","Quality of Care","NH_16_032","01/04/2016","$2,000.00","St Camillus Residential Health Care Facility","Onondaga","pfi655nh_16_032.pdf"
"1013","10/31/2014","Quality of Care","NH_16_043","01/04/2016","$2,000.00","Elderwood At North Creek","Warren","pfi1013nh_16_043.pdf"
"3401","03/16/2012","Multiple Deficiencies","NH_15_027","01/05/2016","$4,000.00","Beach Gardens Rehab And Nursing Center","Queens","pfi3401nh_15_027.pdf"
"434","04/10/2012","Quality of Care","NH_16_002","01/05/2016","$2,000.00","The Brook At High Falls Nursing Home And Rehab Ctr","Monroe","pfi434nh_16_002.pdf"
"337",".","Multiple Deficiencies","NH_16_004","01/05/2016","$52,000.00","Fulton Center For Rehabilitation And Healthcare","Fulton","pfi337nh_16_004.pdf"
"899","01/09/2013","Quality of Care","NH_16_005","01/05/2016","$10,000.00","Waters Edge At Port Jefferson For Rehab And Nrsg","Suffolk","pfi899nh_16_005.pdf"
"784","01/28/2015","Quality of Care","NH_16_006","01/05/2016","$10,000.00","Northern Manor Geriatric Center Inc","Rockland","pfi784nh_16_006.pdf"
"4551","06/17/2014","Multiple Deficiencies","NH_16_007","01/05/2016","$6,000.00","Ghent Rehabilitation & Nursing Center","Columbia","pfi4551nh_16_007.pdf"
"19","02/27/2014","Quality of Care","NH_16_008","01/05/2016","$10,000.00","St Margarets Center","Albany","pfi19nh_16_008.pdf"
"881","04/18/2014","Multiple Deficiencies","NH_16_008","01/05/2016","$8,000.00","Massapequa Center Rehabilitation & Nursing","Suffolk","pfi881nh_16_008.pdf"
"564","12/12/2013","Multiple Deficiencies","NH_16_010","01/05/2016","$8,000.00","The Grand Rehabilitation And Nursing At South Poin","Nassau","pfi564nh_16_010.pdf"
"539",".","Quality of Care","NH_16_011","01/05/2016","$20,000.00","The Five Towns Premier Rehab & Nursing Center","Nassau","pfi539nh_16_011.pdf"
"772","04/11/2014","Quality of Care","NH_16_012","01/05/2016","$2,000.00","Diamond Hill Nursing And Rehabilitation Center","Rensselaer","pfi772nh_16_012.pdf"
"278","01/30/2014","Multiple Deficiencies","NH_16_014","01/05/2016","$4,000.00","Absolut Ctr For Nursing & Rehab Aurora Park L L C","Erie","pfi278nh_16_014.pdf"
"64","05/18/2012","Multiple Deficiencies","NH_16_016","01/05/2016","$8,000.00","Willow Point Rehabilitation And Nursing Center","Broome","pfi64nh_16_016.pdf"
"41","10/25/2013","Other Services","NH_16_018","01/05/2016","$10,000.00","Highland Park Rehabilitation And Nursing Center","Allegany","pfi41nh_16_018.pdf"
"440","03/29/2013","Multiple Deficiencies","NH_16_020","01/05/2016","$8,000.00","Monroe Community Hospital","Monroe","pfi440nh_16_020.pdf"
"1606","08/23/2013","Multiple Deficiencies","NH_16_021","01/05/2016","$12,000.00","New Gouverneur Hospital S N F","New York","pfi1606nh_16_021.pdf"
"655","01/07/2014","Quality of Care","NH_16_022","01/05/2016","$2,000.00","St Camillus Residential Health Care Facility","Onondaga","pfi655nh_16_022.pdf"
"949","03/07/2014","Multiple Deficiencies","NH_16_024","01/05/2016","$10,000.00","Brookside Multicare Nursing Center","Suffolk","pfi949nh_16_024.pdf"
"772","09/04/2012","Multiple Deficiencies","NH_16_025","01/05/2016","$6,000.00","Diamond Hill Nursing And Rehabilitation Center","Rensselaer","pfi772nh_16_025.pdf"
"33","03/16/2015","Multiple Deficiencies","NH_16_026","01/05/2016","$4,000.00","The Grand Rehabilitation And Nrsg At Guilderland","Albany","pfi33nh_16_026.pdf"
"594","01/16/2014","Quality of Care","NH_16_027","01/05/2016","$2,000.00","Bethany Gardens Skilled Living Center","Oneida","pfi594nh_16_027.pdf"
"843","04/10/2014","Quality of Care","NH_16_028","01/05/2016","$10,000.00","Baptist Health Nursing And Rehabilitation Center","Schenectady","pfi843nh_16_028.pdf"
"1231","08/20/2012","Other Services","NH_16_031","01/05/2016","$2,000.00","Eastchester Rehabilitation And Health Care Center","Bronx","pfi1231nh_16_031.pdf"
"558","06/19/2015","Quality of Care","NH_16_033","01/05/2016","$10,000.00","Cold Spring Hills Center For Nursing And Rehab","Nassau","pfi558nh_16_033.pdf"
"337","03/24/2014","Quality of Care","NH_16_034","01/05/2016","$10,000.00","Fulton Center For Rehabilitation And Healthcare","Fulton","pfi337nh_16_034.pdf"
"5790","12/19/2014","Multiple Deficiencies","NH_16_035","01/05/2016","$4,000.00","Oneida Center For Rehabilitation And Nursing","Oneida","pfi5790nh_16_035.pdf"
"364","03/06/2014","Administration","NH_16_036","01/05/2016","$2,000.00","Alpine Rehabilitation And Nursing Center","Herkimer","pfi364nh_16_036.pdf"
"1022","11/08/2014","Multiple Deficiencies","NH_16_038","01/05/2016","$6,000.00","Granville Center For Rehabilitation And Nursing","Washington","pfi1022nh_16_038.pdf"
"1752","03/12/2012","Multiple Deficiencies","NH_16_039","01/05/2016","$4,000.00","New Vanderbilt Rehabilitation And Care Center, Inc","Richmond","pfi1752nh_16_039.pdf"
"123","10/04/2013","Multiple Deficiencies","NH_16_042","01/05/2016","$4,000.00","Chemung County Health Center - Nursing Facility","Chemung","pfi123nh_16_042.pdf"
"350","11/03/2013","Multiple Deficiencies","NH_16_044","01/05/2016","$8,000.00","Greene Meadows Nursing And Rehabilitation Center","Greene","pfi350nh_16_044.pdf"
"819","06/19/2013","Multiple Deficiencies","NH_16_045","01/05/2016","$6,000.00","Saratoga Hospital Nursing Home","Saratoga","pfi819nh_16_045.pdf"
"19","01/23/2013","Quality of Care","NH_16_046","01/05/2016","$10,000.00","St Margarets Center","Albany","pfi19nh_16_046.pdf"
"899","06/27/2012","Multiple Deficiencies","NH_16_097","01/05/2016","$4,000.00","Waters Edge At Port Jefferson For Rehab And Nrsg","Suffolk","pfi899nh_16_097.pdf"
"5710","10/15/2012","Quality of Care","NH_16_030","01/11/2016","$2,000.00","Nassau Rehabilitation & Nursing Center","Nassau","pfi5710nh_16_030.pdf"
"4328","08/22/2011","Multiple Deficiencies","NH_16_037","01/11/2016","$22,000.00","Highbridge Woodycrest Center","Bronx","pfi4328nh_16_037.pdf"
"349","04/01/2014","Quality of Care","NH_16_081","01/11/2016","$2,000.00","The Pines At Catskill Center For Nursing & Rehab","Greene","pfi349nh_16_081.pdf"
"762","04/03/2012","Quality of Care","NH_16_050","01/13/2016","$10,000.00","Troy Center For Rehabilitation And Nursing","Rensselaer","pfi762nh_16_050.pdf"
"762","09/17/2013","Quality of Care","NH_16_051","01/13/2016","$10,000.00","Troy Center For Rehabilitation And Nursing","Rensselaer","pfi762nh_16_051.pdf"
"607","01/09/2014","Multiple Deficiencies","NH_16_054","01/13/2016","$4,000.00","Utica Rehabilitation & Nursing Center","Oneida","pfi607nh_16_054.pdf"
"152","04/27/2012","Quality of Care","NH_16_056","01/13/2016","$2,000.00","Pine Haven Home","Columbia","pfi152nh_16_056.pdf"
"152","08/01/2013","Multiple Deficiencies","NH_16_057","01/13/2016","$10,000.00","Pine Haven Home","Columbia","pfi152nh_16_057.pdf"
"3920","08/26/2013","Multiple Deficiencies","NH_16_060","01/13/2016","$6,000.00","Rosewood Rehabilitation And Nursing Center","Rensselaer","pfi3920nh_16_060.pdf"
"7268","05/13/2014","Quality of Care","NH_16_064","01/13/2016","$10,000.00","Evergreen Commons Rehabilitation And Nursing Ctr","Rensselaer","pfi7268nh_16_064.pdf"
"4551","02/05/2015","Quality of Care","NH_16_065","01/13/2016","$10,000.00","Ghent Rehabilitation & Nursing Center","Columbia","pfi4551nh_16_065.pdf"
"96","02/06/2015","Administration","NH_16_066","01/13/2016","$2,000.00","Northwoods Rehab And Nursing Center At Moravia","Cayuga","pfi96nh_16_066.pdf"
"140","02/26/2015","Quality of Care","NH_16_067","01/13/2016","$12,000.00","Meadowbrook Healthcare","Clinton","pfi140nh_16_067.pdf"
"3920","01/02/2015","Multiple Deficiencies","NH_16_068","01/13/2016","$6,000.00","Rosewood Rehabilitation And Nursing Center","Rensselaer","pfi3920nh_16_068.pdf"
"609","05/09/2014","Multiple Deficiencies","NH_16_069","01/13/2016","$4,000.00","The Grand Rehabilitation And Nursing At Utica","Oneida","pfi609nh_16_069.pdf"
"3182","04/17/2015","Multiple Deficiencies","NH_16_070","01/13/2016","$16,000.00","Degraff Memorial Hospital-skilled Nursing Facility","Niagara","pfi3182nh_16_070.pdf"
"38","06/22/2015","Quality of Care","NH_16_074","01/13/2016","$4,000.00","Cuba Memorial Hospital Inc S N F","Allegany","pfi38nh_16_074.pdf"
"22","10/08/2014","Quality of Care","NH_16_079","01/13/2016","$10,000.00","Daughters Of Sarah Nursing Center","Albany","pfi22nh_16_079.pdf"
"390","05/22/2013","Quality of Care","NH_16_080","01/13/2016","$2,000.00","Livingston County Center For Nursing And Rehab","Livingston","pfi390nh_16_080.pdf"
"4217","09/18/2014","Multiple Deficiencies","NH_16_082","01/13/2016","$6,000.00","Slate Valley Center For Rehabilitation And Nursing","Washington","pfi4217nh_16_082.pdf"
"326",".","Multiple Deficiencies","NH_16_083","01/13/2016","$20,000.00","Alice Hyde Medical Center","Franklin","pfi326nh_16_083.pdf"
"6237","08/20/2012","Multiple Deficiencies","NH_16_084","01/13/2016","$10,000.00","Wingate At Beacon","Dutchess","pfi6237nh_16_084.pdf"
"329",".","Multiple Deficiencies","NH_16_085","01/13/2016","$12,000.00","Franklin County Nursing Home","Franklin","pfi329nh_16_085.pdf"
"586","12/19/2011","Quality of Care","NH_16_086","01/13/2016","$10,000.00","Newfane Rehab & Health Care Center","Niagara","pfi586nh_16_086.pdf"
"4217","11/12/2013","Multiple Deficiencies","NH_16_087","01/13/2016","$6,000.00","Slate Valley Center For Rehabilitation And Nursing","Washington","pfi4217nh_16_087.pdf"
"1254","04/16/2015","Multiple Deficiencies","NH_16_088","01/13/2016","$12,000.00","Palisade Nursing Home Company","Bronx","pfi1254nh_16_088.pdf"
"1669",".","Quality of Care","NH_16_089","01/13/2016","$20,000.00","Margaret Tietz Center For Nursing Care Inc","Queens","pfi1669nh_16_089.pdf"
"908","12/18/2013","Multiple Deficiencies","NH_16_092","01/13/2016","$16,000.00","Woodhaven Nursing Home","Suffolk","pfi908nh_16_092.pdf"
"683","06/12/2015","Multiple Deficiencies","NH_16_093","01/13/2016","$12,000.00","Ontario Center For Rehabilitation And Healthcare","Ontario","pfi683nh_16_093.pdf"
"2544","01/05/2015","Quality of Care","NH_16_094","01/13/2016","$2,000.00","Campbell Hall Rehabilitation Center Inc","Orange","pfi2544nh_16_094.pdf"
"23","11/25/2013","Quality of Care","NH_16_095","01/13/2016","$10,000.00","Teresian House Nursing Home Co Inc","Albany","pfi23nh_16_095.pdf"
"4815","10/22/2013","Quality of Care","NH_16_096","01/13/2016","$2,000.00","N Y S Veterans Home In N Y C","Queens","pfi4815nh_16_096.pdf"
"3920","06/20/2013","Multiple Deficiencies","NH_16_098","01/13/2016","$6,000.00","Rosewood Rehabilitation And Nursing Center","Rensselaer","pfi3920nh_16_098.pdf"
"350","06/06/2014","Quality of Care","NH_16_099","01/13/2016","$10,000.00","Greene Meadows Nursing And Rehabilitation Center","Greene","pfi350nh_16_099.pdf"
"1134","04/18/2014","Multiple Deficiencies","NH_16_100","01/13/2016","$14,000.00","The Osborn","Westchester","pfi1134nh_16_100.pdf"
"156","04/14/2015","Quality of Care","NH_16_101","01/13/2016","$10,000.00","Livingston Hills Nursing And Rehabilitation Center","Columbia","pfi156nh_16_101.pdf"
"681","12/13/2013","Quality of Care","NH_16_102","01/13/2016","$10,000.00","M M Ewing Continuing Care Center","Ontario","pfi681nh_16_102.pdf"
"1010",".","Multiple Deficiencies","NH_16_103","01/13/2016","$12,000.00","The Pines At Glens Falls Ctr For Nursing & Rehab","Warren","pfi1010nh_16_103.pdf"
"1022",".","Multiple Deficiencies","NH_16_104","01/13/2016","$64,000.00","Granville Center For Rehabilitation And Nursing","Washington","pfi1022nh_16_104.pdf"
"202","05/28/2015","Multiple Deficiencies","NH_16_058","01/16/2016","$10,000.00","The Eleanor Nursing Care Center","Dutchess","pfi202nh_16_058.pdf"
"963","05/23/2013","Multiple Deficiencies","NH_16_049","01/21/2016","$6,000.00","Sullivan County Adult Care Center","Sullivan","pfi963nh_16_049.pdf"
"721","04/19/2015","Multiple Deficiencies","NH_16_052","01/21/2016","$18,000.00","Orchard Rehabilitation & Nursing Center","Orleans","pfi721nh_16_052.pdf"
"620","07/10/2012","Multiple Deficiencies","NH_16_053","01/21/2016","$12,000.00","Charles T Sitrin Health Care Center Inc","Oneida","pfi620nh_16_053.pdf"
"350",".","Multiple Deficiencies","NH_16_055","01/21/2016","$18,000.00","Greene Meadows Nursing And Rehabilitation Center","Greene","pfi350nh_16_055.pdf"
"169","02/24/2012","Multiple Deficiencies","NH_16_059","01/21/2016","$6,000.00","Robinson Terrace","Delaware","pfi169nh_16_059.pdf"
"2575","04/13/2015","Multiple Deficiencies","NH_16_061","01/21/2016","$18,000.00","Dumont Center For Rehabilitation And Nursing Care","Westchester","pfi2575nh_16_061.pdf"
"1022","05/01/2014","Other Services","NH_16_062","01/21/2016","$10,000.00","Granville Center For Rehabilitation And Nursing","Washington","pfi1022nh_16_062.pdf"
"479","08/11/2014","Quality of Care","NH_16_063","01/21/2016","$10,000.00","Hill Haven Nursing Home","Monroe","pfi479nh_16_063.pdf"
"538","05/24/2012","Multiple Deficiencies","NH_16_071","01/21/2016","$12,000.00","Garden Care Center","Nassau","pfi538nh_16_071.pdf"
"335","12/17/2014","Quality of Care","NH_16_072","01/21/2016","$10,000.00","Wells Nursing Home Inc","Fulton","pfi335nh_16_072.pdf"
"557","04/04/2014","Multiple Deficiencies","NH_16_073","01/21/2016","$12,000.00","Parkview Care And Rehabilitation Center, Inc","Nassau","pfi557nh_16_073.pdf"
"2550","09/19/2014","Multiple Deficiencies","NH_16_076","01/21/2016","$14,000.00","Groton Community Health Care Ctr Res Care Fac","Tompkins","pfi2550nh_16_076.pdf"
"822","07/31/2014","Multiple Deficiencies","NH_16_078","01/21/2016","$12,000.00","Wesley Health Care Center Inc","Saratoga","pfi822nh_16_078.pdf"
"4823","10/24/2013","Quality of Care","NH_16_041","01/25/2016","$2,000.00","Richmond Ctr For Rehab And Specialty Healthcare","Richmond","pfi4823nh_16_041.pdf"
"3909","04/18/2014","Multiple Deficiencies","NH_16_105","02/09/2016","$12,000.00","Dunkirk Rehabilitation & Nursing Center","Chautauqua","pfi3909nh_16_105.pdf"
"784","04/16/2014","Quality of Care","NH_16_107","02/17/2016","$10,000.00","Northern Manor Geriatric Center Inc","Rockland","pfi784nh_16_107.pdf"
"492","04/03/2013","Multiple Deficiencies","NH_16_108","03/01/2016","$8,000.00","Emerge Nursing And Rehabilitation At Glen Cove","Nassau","pfi492nh_16_108.pdf"
"161","08/26/2014","Multiple Deficiencies","NH_16_109","03/09/2016","$14,000.00","Crown Park Rehabilitation And Nursing Center","Cortland","pfi161nh_16_109.pdf"
"33","08/27/2015","Multiple Deficiencies","NH_16_110","03/09/2016","$4,000.00","The Grand Rehabilitation And Nrsg At Guilderland","Albany","pfi33nh_16_110.pdf"
"822","09/24/2015","Multiple Deficiencies","NH_16_111","03/09/2016","$6,000.00","Wesley Health Care Center Inc","Saratoga","pfi822nh_16_111.pdf"
