Week Ending,Federal Provider Number,Provider Name,Submitted Data,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,One-Week Supply of N95 Masks,One-Week Supply of Surgical Masks,One-Week Supply of Eye Protection,One-Week Supply of Gowns,One-Week Supply of Gloves,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,One-Week Supply of Ventilator Supplies,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County
6/7/20,335555,COLD SPRING HILLS CENTER FOR NURSING AND REHAB,Y,1,18,10,23,6,2,13,588,452,2,17,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,39,0,Y,50.9,28.8,56.5,Nassau
6/14/20,335555,COLD SPRING HILLS CENTER FOR NURSING AND REHAB,Y,0,18,2,25,2,1,14,588,458,1,18,0,1,N,N,N,N,Y,Y,Y,N,Y,Y,Y,39,0,Y,54.6,30.6,56,Nassau
6/21/20,335555,COLD SPRING HILLS CENTER FOR NURSING AND REHAB,Y,3,21,0,25,4,0,14,588,461,1,19,0,1,N,N,N,N,Y,Y,Y,Y,Y,N,Y,39,0,Y,54.2,30.4,56,Nassau
6/28/20,335555,COLD SPRING HILLS CENTER FOR NURSING AND REHAB,Y,2,23,0,25,8,0,14,588,447,2,21,0,1,N,N,N,N,Y,Y,Y,Y,Y,N,Y,39,0,Y,55.9,31.3,56,Nassau
7/5/20,335555,COLD SPRING HILLS CENTER FOR NURSING AND REHAB,Y,4,27,1,26,2,0,14,588,444,2,23,0,1,N,N,N,N,Y,Y,Y,N,Y,Y,Y,39,0,Y,58.6,31.5,53.8,Nassau
7/12/20,335555,COLD SPRING HILLS CENTER FOR NURSING AND REHAB,Y,1,28,0,26,4,0,14,588,443,1,24,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,39,0,Y,58.7,31.6,53.8,Nassau
7/19/20,335555,COLD SPRING HILLS CENTER FOR NURSING AND REHAB,Y,0,28,0,26,3,0,14,588,447,0,24,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,39,0,Y,58.2,31.3,53.8,Nassau
7/26/20,335555,COLD SPRING HILLS CENTER FOR NURSING AND REHAB,Y,0,28,0,26,4,0,14,588,446,0,24,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,39,0,Y,58.3,31.4,53.8,Nassau
8/2/20,335555,COLD SPRING HILLS CENTER FOR NURSING AND REHAB,Y,1,29,0,26,4,0,14,588,449,2,26,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,39,0,Y,57.9,31.2,53.8,Nassau
8/9/20,335555,COLD SPRING HILLS CENTER FOR NURSING AND REHAB,Y,0,29,0,26,2,0,14,588,463,1,27,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,39,0,Y,56.2,30.2,53.8,Nassau
8/16/20,335555,COLD SPRING HILLS CENTER FOR NURSING AND REHAB,Y,0,29,0,26,5,0,14,588,455,0,27,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,39,0,Y,57.1,30.8,53.8,Nassau
8/23/20,335555,COLD SPRING HILLS CENTER FOR NURSING AND REHAB,Y,0,29,0,26,3,0,14,588,462,0,27,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,39,0,Y,56.3,30.3,53.8,Nassau
8/30/20,335555,COLD SPRING HILLS CENTER FOR NURSING AND REHAB,Y,0,29,0,26,6,0,14,588,448,0,27,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,39,0,Y,58,31.3,53.8,Nassau
9/6/20,335555,COLD SPRING HILLS CENTER FOR NURSING AND REHAB,Y,0,29,0,26,2,0,14,588,432,2,29,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,39,0,Y,60.2,32.4,53.8,Nassau
9/13/20,335555,COLD SPRING HILLS CENTER FOR NURSING AND REHAB,Y,0,29,0,26,1,0,14,588,428,0,29,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,39,0,Y,60.7,32.7,53.8,Nassau
9/20/20,335555,COLD SPRING HILLS CENTER FOR NURSING AND REHAB,Y,0,29,0,26,3,0,14,588,430,0,29,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,39,0,Y,60.5,32.6,53.8,Nassau
9/27/20,335555,COLD SPRING HILLS CENTER FOR NURSING AND REHAB,Y,0,29,0,26,2,0,14,588,431,0,29,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,39,0,Y,60.3,32.5,53.8,Nassau
10/4/20,335555,COLD SPRING HILLS CENTER FOR NURSING AND REHAB,Y,0,29,0,26,2,0,14,588,434,0,29,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,39,1,Y,59.9,32.3,53.8,Nassau
10/11/20,335555,COLD SPRING HILLS CENTER FOR NURSING AND REHAB,Y,0,29,0,26,1,0,14,588,432,0,29,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,39,0,Y,60.2,32.4,53.8,Nassau
10/18/20,335555,COLD SPRING HILLS CENTER FOR NURSING AND REHAB,Y,0,29,0,26,3,0,14,588,431,0,29,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,39,0,Y,60.3,32.5,53.8,Nassau
10/25/20,335555,COLD SPRING HILLS CENTER FOR NURSING AND REHAB,Y,0,29,0,26,1,0,14,588,429,0,29,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,39,0,Y,60.6,32.6,53.8,Nassau
5/24/20,335556,CREEKVIEW NURSING AND REHAB CENTER,Y,0,0,35,35,0,0,0,124,109,8,8,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,321.1,0,0,Monroe
5/31/20,335556,CREEKVIEW NURSING AND REHAB CENTER,Y,4,4,1,36,2,0,0,124,111,1,9,0,0,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,324.3,0,0,Monroe
6/7/20,335556,CREEKVIEW NURSING AND REHAB CENTER,Y,9,13,1,37,1,1,1,124,110,1,10,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,,,,336.4,9.1,2.7,Monroe
6/14/20,335556,CREEKVIEW NURSING AND REHAB CENTER,Y,4,17,0,37,1,1,2,124,109,3,13,0,0,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,339.4,18.3,5.4,Monroe
6/21/20,335556,CREEKVIEW NURSING AND REHAB CENTER,Y,4,21,0,37,1,0,2,124,118,3,16,0,0,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,313.6,16.9,5.4,Monroe
6/28/20,335556,CREEKVIEW NURSING AND REHAB CENTER,Y,0,21,2,39,0,0,2,124,113,2,18,0,0,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,345.1,17.7,5.1,Monroe
7/5/20,335556,CREEKVIEW NURSING AND REHAB CENTER,Y,0,21,0,39,0,0,2,124,115,1,19,0,0,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,339.1,17.4,5.1,Monroe
7/12/20,335556,CREEKVIEW NURSING AND REHAB CENTER,Y,1,22,0,39,0,0,2,124,116,0,19,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,336.2,17.2,5.1,Monroe
7/19/20,335556,CREEKVIEW NURSING AND REHAB CENTER,Y,0,22,0,39,1,0,2,124,112,0,19,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,348.2,17.9,5.1,Monroe
7/26/20,335556,CREEKVIEW NURSING AND REHAB CENTER,Y,0,22,0,39,2,0,2,124,119,1,20,0,0,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,327.7,16.8,5.1,Monroe
8/2/20,335556,CREEKVIEW NURSING AND REHAB CENTER,Y,0,22,0,39,1,0,2,124,117,0,20,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,333.3,17.1,5.1,Monroe
8/9/20,335556,CREEKVIEW NURSING AND REHAB CENTER,Y,0,22,0,39,2,0,2,124,121,0,20,0,0,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,322.3,16.5,5.1,Monroe
8/16/20,335556,CREEKVIEW NURSING AND REHAB CENTER,Y,0,22,0,39,0,0,2,124,117,0,20,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,333.3,17.1,5.1,Monroe
8/23/20,335556,CREEKVIEW NURSING AND REHAB CENTER,Y,0,22,0,39,0,0,2,124,116,0,20,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,336.2,17.2,5.1,Monroe
8/30/20,335556,CREEKVIEW NURSING AND REHAB CENTER,Y,0,22,0,39,0,0,2,124,115,0,20,0,0,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,,,,339.1,17.4,5.1,Monroe
9/6/20,335556,CREEKVIEW NURSING AND REHAB CENTER,Y,0,22,0,39,1,0,2,124,116,0,20,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,336.2,17.2,5.1,Monroe
9/13/20,335556,CREEKVIEW NURSING AND REHAB CENTER,Y,0,22,0,39,0,0,2,124,123,0,20,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,317.1,16.3,5.1,Monroe
9/20/20,335556,CREEKVIEW NURSING AND REHAB CENTER,Y,0,22,0,39,0,0,2,124,117,0,20,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,333.3,17.1,5.1,Monroe
9/27/20,335556,CREEKVIEW NURSING AND REHAB CENTER,Y,0,22,0,39,1,0,2,124,118,0,20,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,330.5,16.9,5.1,Monroe
10/4/20,335556,CREEKVIEW NURSING AND REHAB CENTER,Y,0,22,0,39,0,0,2,124,119,0,20,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,327.7,16.8,5.1,Monroe
10/11/20,335556,CREEKVIEW NURSING AND REHAB CENTER,Y,0,22,0,39,1,0,2,124,119,0,20,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,327.7,16.8,5.1,Monroe
10/18/20,335556,CREEKVIEW NURSING AND REHAB CENTER,Y,0,22,0,39,1,0,2,124,113,0,20,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,345.1,17.7,5.1,Monroe
10/25/20,335556,CREEKVIEW NURSING AND REHAB CENTER,Y,0,22,0,39,1,0,2,124,119,0,20,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,327.7,16.8,5.1,Monroe
5/24/20,335557,REBEKAH REHAB AND EXTENDED CARE CENTER,Y,4,4,31,31,52,29,29,213,205,12,12,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,,,,151.2,141.5,93.5,Bronx
5/31/20,335557,REBEKAH REHAB AND EXTENDED CARE CENTER,Y,0,4,0,31,3,1,30,213,179,4,16,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,,,,173.2,167.6,96.8,Bronx
6/7/20,335557,REBEKAH REHAB AND EXTENDED CARE CENTER,Y,0,4,0,31,1,0,30,213,178,4,20,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,,,,174.2,168.5,96.8,Bronx
6/14/20,335557,REBEKAH REHAB AND EXTENDED CARE CENTER,Y,0,4,0,31,0,0,30,213,180,2,22,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,,,,172.2,166.7,96.8,Bronx
6/21/20,335557,REBEKAH REHAB AND EXTENDED CARE CENTER,Y,0,4,0,31,1,0,30,213,179,2,24,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,,,,173.2,167.6,96.8,Bronx
6/28/20,335557,REBEKAH REHAB AND EXTENDED CARE CENTER,Y,0,4,0,31,1,0,30,213,178,0,24,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,174.2,168.5,96.8,Bronx
7/5/20,335557,REBEKAH REHAB AND EXTENDED CARE CENTER,Y,0,4,0,31,0,0,30,213,181,1,25,0,0,N,N,N,N,Y,Y,Y,Y,N,Y,N,,,,171.3,165.7,96.8,Bronx
7/12/20,335557,REBEKAH REHAB AND EXTENDED CARE CENTER,Y,0,4,0,31,0,0,30,213,181,0,25,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,171.3,165.7,96.8,Bronx
7/19/20,335557,REBEKAH REHAB AND EXTENDED CARE CENTER,Y,0,4,0,31,0,0,30,213,185,0,25,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,167.6,162.2,96.8,Bronx
7/26/20,335557,REBEKAH REHAB AND EXTENDED CARE CENTER,Y,0,4,0,31,0,0,30,213,186,0,25,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,166.7,161.3,96.8,Bronx
8/2/20,335557,REBEKAH REHAB AND EXTENDED CARE CENTER,Y,0,4,0,31,0,0,30,213,184,0,25,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,168.5,163,96.8,Bronx
8/9/20,335557,REBEKAH REHAB AND EXTENDED CARE CENTER,Y,0,4,0,31,0,0,30,213,182,0,25,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,170.3,164.8,96.8,Bronx
8/16/20,335557,REBEKAH REHAB AND EXTENDED CARE CENTER,Y,0,4,0,31,0,0,30,213,182,0,25,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,170.3,164.8,96.8,Bronx
8/23/20,335557,REBEKAH REHAB AND EXTENDED CARE CENTER,Y,0,4,0,31,0,0,30,213,179,0,25,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,173.2,167.6,96.8,Bronx
8/30/20,335557,REBEKAH REHAB AND EXTENDED CARE CENTER,Y,0,4,0,31,0,0,30,213,179,0,25,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,173.2,167.6,96.8,Bronx
9/6/20,335557,REBEKAH REHAB AND EXTENDED CARE CENTER,Y,0,4,0,31,0,0,30,213,180,0,25,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,172.2,166.7,96.8,Bronx
9/13/20,335557,REBEKAH REHAB AND EXTENDED CARE CENTER,Y,0,4,0,31,0,0,30,213,185,2,27,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,167.6,162.2,96.8,Bronx
9/20/20,335557,REBEKAH REHAB AND EXTENDED CARE CENTER,Y,0,4,0,31,0,0,30,213,185,0,27,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,167.6,162.2,96.8,Bronx
9/27/20,335557,REBEKAH REHAB AND EXTENDED CARE CENTER,Y,0,4,0,31,0,0,30,213,183,0,27,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,169.4,163.9,96.8,Bronx
10/4/20,335557,REBEKAH REHAB AND EXTENDED CARE CENTER,Y,0,4,0,31,0,0,30,213,179,0,27,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,173.2,167.6,96.8,Bronx
10/11/20,335557,REBEKAH REHAB AND EXTENDED CARE CENTER,Y,0,4,0,31,0,0,30,213,184,0,27,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,168.5,163,96.8,Bronx
10/18/20,335557,REBEKAH REHAB AND EXTENDED CARE CENTER,Y,0,4,0,31,0,0,30,213,185,0,27,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,167.6,162.2,96.8,Bronx
10/25/20,335557,REBEKAH REHAB AND EXTENDED CARE CENTER,Y,0,4,0,31,0,0,30,213,189,0,27,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,164,158.7,96.8,Bronx
5/24/20,335558,BENSONHURST CENTER FOR REHAB AND HEALTHCARE,Y,19,19,6,6,10,3,3,200,160,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,37.5,18.8,50,Kings
5/31/20,335558,BENSONHURST CENTER FOR REHAB AND HEALTHCARE,Y,6,25,0,6,3,1,4,200,154,6,6,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,39,26,66.7,Kings
6/7/20,335558,BENSONHURST CENTER FOR REHAB AND HEALTHCARE,Y,6,31,0,6,0,0,4,200,150,6,12,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,40,26.7,66.7,Kings
6/14/20,335558,BENSONHURST CENTER FOR REHAB AND HEALTHCARE,Y,8,39,1,7,0,0,4,200,157,6,18,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,44.6,25.5,57.1,Kings
6/21/20,335558,BENSONHURST CENTER FOR REHAB AND HEALTHCARE,Y,5,44,1,8,2,0,4,200,164,1,19,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,48.8,24.4,50,Kings
6/28/20,335558,BENSONHURST CENTER FOR REHAB AND HEALTHCARE,Y,3,47,0,8,3,0,4,200,158,4,23,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,50.6,25.3,50,Kings
7/5/20,335558,BENSONHURST CENTER FOR REHAB AND HEALTHCARE,Y,2,49,0,8,3,0,4,200,164,0,23,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,48.8,24.4,50,Kings
7/12/20,335558,BENSONHURST CENTER FOR REHAB AND HEALTHCARE,Y,3,52,0,8,2,0,4,200,165,1,24,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,48.5,24.2,50,Kings
7/19/20,335558,BENSONHURST CENTER FOR REHAB AND HEALTHCARE,Y,2,54,0,8,3,0,4,200,164,0,24,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,48.8,24.4,50,Kings
7/26/20,335558,BENSONHURST CENTER FOR REHAB AND HEALTHCARE,Y,1,55,0,8,1,0,4,200,168,2,26,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,47.6,23.8,50,Kings
8/2/20,335558,BENSONHURST CENTER FOR REHAB AND HEALTHCARE,Y,0,55,0,8,4,0,4,200,173,1,27,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,46.2,23.1,50,Kings
8/9/20,335558,BENSONHURST CENTER FOR REHAB AND HEALTHCARE,Y,1,56,0,8,1,0,4,200,175,0,27,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,45.7,22.9,50,Kings
8/16/20,335558,BENSONHURST CENTER FOR REHAB AND HEALTHCARE,Y,5,61,0,8,2,0,4,200,181,0,27,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,44.2,22.1,50,Kings
8/23/20,335558,BENSONHURST CENTER FOR REHAB AND HEALTHCARE,Y,5,66,0,8,0,0,4,200,179,0,27,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,44.7,22.3,50,Kings
8/30/20,335558,BENSONHURST CENTER FOR REHAB AND HEALTHCARE,Y,3,69,0,8,4,0,4,200,177,0,27,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,45.2,22.6,50,Kings
9/6/20,335558,BENSONHURST CENTER FOR REHAB AND HEALTHCARE,Y,3,72,0,8,1,0,4,200,185,0,27,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,43.2,21.6,50,Kings
9/13/20,335558,BENSONHURST CENTER FOR REHAB AND HEALTHCARE,Y,0,72,0,8,1,0,4,200,178,0,27,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,44.9,22.5,50,Kings
9/20/20,335558,BENSONHURST CENTER FOR REHAB AND HEALTHCARE,Y,2,74,0,8,2,0,4,200,180,0,27,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,44.4,22.2,50,Kings
9/27/20,335558,BENSONHURST CENTER FOR REHAB AND HEALTHCARE,Y,4,78,0,8,2,0,4,200,183,0,27,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,43.7,21.9,50,Kings
10/4/20,335558,BENSONHURST CENTER FOR REHAB AND HEALTHCARE,Y,1,79,0,8,7,0,4,200,182,0,27,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,44,22,50,Kings
10/11/20,335558,BENSONHURST CENTER FOR REHAB AND HEALTHCARE,Y,2,81,0,8,3,0,4,200,181,0,27,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,44.2,22.1,50,Kings
10/18/20,335558,BENSONHURST CENTER FOR REHAB AND HEALTHCARE,Y,3,84,8,16,1,0,4,200,181,5,32,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,88.4,22.1,25,Kings
10/25/20,335558,BENSONHURST CENTER FOR REHAB AND HEALTHCARE,Y,2,86,6,22,0,0,4,200,173,1,33,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,127.2,23.1,18.2,Kings
5/24/20,335559,SUNHARBOR MANOR,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nassau
5/31/20,335559,SUNHARBOR MANOR,Y,14,14,18,18,14,11,11,266,139,3,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,129.5,79.1,61.1,Nassau
6/7/20,335559,SUNHARBOR MANOR,Y,8,22,0,18,2,0,11,266,140,0,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,128.6,78.6,61.1,Nassau
6/14/20,335559,SUNHARBOR MANOR,Y,1,23,0,18,0,0,11,266,139,0,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,129.5,79.1,61.1,Nassau
6/21/20,335559,SUNHARBOR MANOR,Y,2,25,0,18,1,0,11,266,140,0,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,128.6,78.6,61.1,Nassau
6/28/20,335559,SUNHARBOR MANOR,Y,1,26,0,18,0,0,11,266,138,1,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,130.4,79.7,61.1,Nassau
7/5/20,335559,SUNHARBOR MANOR,Y,3,29,0,18,1,0,11,266,139,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,129.5,79.1,61.1,Nassau
7/12/20,335559,SUNHARBOR MANOR,Y,2,31,0,18,0,0,11,266,149,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,120.8,73.8,61.1,Nassau
7/19/20,335559,SUNHARBOR MANOR,Y,0,31,0,18,0,0,11,266,152,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,118.4,72.4,61.1,Nassau
7/26/20,335559,SUNHARBOR MANOR,Y,1,32,0,18,1,0,11,266,153,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,117.6,71.9,61.1,Nassau
8/2/20,335559,SUNHARBOR MANOR,Y,0,32,0,18,0,0,11,266,161,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,111.8,68.3,61.1,Nassau
8/9/20,335559,SUNHARBOR MANOR,Y,1,33,0,18,0,0,11,266,164,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,109.8,67.1,61.1,Nassau
8/16/20,335559,SUNHARBOR MANOR,Y,7,40,0,18,1,0,11,266,164,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,109.8,67.1,61.1,Nassau
8/23/20,335559,SUNHARBOR MANOR,Y,0,40,0,18,1,0,11,266,166,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,108.4,66.3,61.1,Nassau
8/30/20,335559,SUNHARBOR MANOR,Y,0,40,0,18,3,0,11,266,164,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,109.8,67.1,61.1,Nassau
9/6/20,335559,SUNHARBOR MANOR,Y,0,40,0,18,0,0,11,266,165,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,109.1,66.7,61.1,Nassau
9/13/20,335559,SUNHARBOR MANOR,Y,0,40,0,18,1,0,11,266,168,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,107.1,65.5,61.1,Nassau
9/20/20,335559,SUNHARBOR MANOR,Y,0,40,0,18,3,0,11,266,164,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,109.8,67.1,61.1,Nassau
9/27/20,335559,SUNHARBOR MANOR,Y,1,41,0,18,1,0,11,266,177,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,101.7,62.1,61.1,Nassau
10/4/20,335559,SUNHARBOR MANOR,Y,0,41,0,18,2,0,11,266,173,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,104,63.6,61.1,Nassau
10/11/20,335559,SUNHARBOR MANOR,Y,0,41,0,18,2,0,11,266,168,1,5,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,107.1,65.5,61.1,Nassau
10/18/20,335559,SUNHARBOR MANOR,Y,0,41,0,18,1,0,11,266,171,0,5,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,105.3,64.3,61.1,Nassau
10/25/20,335559,SUNHARBOR MANOR,Y,0,41,0,18,0,0,11,266,178,0,5,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,101.1,61.8,61.1,Nassau
5/24/20,335560,"N Y CONGREGATIONAL NURSING CENTER, INC",Y,13,13,51,51,95,60,60,200,114,29,29,2,2,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,447.4,526.3,117.6,Kings
5/31/20,335560,"N Y CONGREGATIONAL NURSING CENTER, INC",Y,2,15,0,51,0,0,60,200,119,6,35,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,428.6,504.2,117.6,Kings
6/7/20,335560,"N Y CONGREGATIONAL NURSING CENTER, INC",Y,3,18,0,51,0,0,60,200,118,5,40,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,432.2,508.5,117.6,Kings
6/14/20,335560,"N Y CONGREGATIONAL NURSING CENTER, INC",Y,7,25,0,51,0,0,60,200,122,3,43,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,418,491.8,117.6,Kings
6/21/20,335560,"N Y CONGREGATIONAL NURSING CENTER, INC",Y,1,26,0,51,0,0,60,200,122,1,44,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,418,491.8,117.6,Kings
6/28/20,335560,"N Y CONGREGATIONAL NURSING CENTER, INC",Y,3,29,0,51,0,0,60,200,121,0,44,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,421.5,495.9,117.6,Kings
7/5/20,335560,"N Y CONGREGATIONAL NURSING CENTER, INC",Y,1,30,0,51,0,0,60,200,126,0,44,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,404.8,476.2,117.6,Kings
7/12/20,335560,"N Y CONGREGATIONAL NURSING CENTER, INC",Y,0,30,0,51,0,0,60,200,126,0,44,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,404.8,476.2,117.6,Kings
7/19/20,335560,"N Y CONGREGATIONAL NURSING CENTER, INC",Y,1,31,0,51,0,0,60,200,130,0,44,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,392.3,461.5,117.6,Kings
